2021-07-11T15:12:42.865	9	200	767
2021-07-11T15:12:42.865	8	200	775
2021-07-11T15:12:42.865	32	200	679
2021-07-11T15:12:42.865	31	200	681
2021-07-11T15:12:42.865	15	200	774
2021-07-11T15:12:42.865	6	200	782
2021-07-11T15:12:42.865	7	200	782
2021-07-11T15:12:42.865	26	200	694
2021-07-11T15:12:42.865	35	200	649
2021-07-11T15:12:42.865	29	200	677
2021-07-11T15:12:42.865	24	200	754
2021-07-11T15:12:42.865	20	200	766
2021-07-11T15:12:42.865	21	200	766
2021-07-11T15:12:42.865	13	200	775
2021-07-11T15:12:42.865	33	200	667
2021-07-11T15:12:42.865	39	200	639
2021-07-11T15:12:42.865	4	200	772
2021-07-11T15:12:42.865	17	200	769
2021-07-11T15:12:42.865	22	200	756
2021-07-11T15:12:42.865	14	200	777
2021-07-11T15:12:42.875	30	200	691
2021-07-11T15:12:42.875	12	200	781
2021-07-11T15:12:42.875	5	200	789
2021-07-11T15:12:42.885	23	200	786
2021-07-11T15:12:42.905	0	200	825
2021-07-11T15:12:42.905	37	200	687
2021-07-11T15:12:42.905	10	200	817
2021-07-11T15:12:42.905	38	200	685
2021-07-11T15:12:42.905	11	200	818
2021-07-11T15:12:42.915	47	200	4
2021-07-11T15:12:42.915	48	200	3
2021-07-11T15:12:42.915	49	200	4
2021-07-11T15:12:42.941	53	200	23
2021-07-11T15:12:42.941	56	200	19
2021-07-11T15:12:42.941	55	200	20
2021-07-11T15:12:42.941	54	200	21
2021-07-11T15:12:42.942	60	200	17
2021-07-11T15:12:42.942	57	200	19
2021-07-11T15:12:42.942	59	200	18
2021-07-11T15:12:42.943	58	200	19
2021-07-11T15:12:42.943	63	200	14
2021-07-11T15:12:42.944	64	200	14
2021-07-11T15:12:42.944	65	200	14
2021-07-11T15:12:42.944	61	200	18
2021-07-11T15:12:42.944	69	200	14
2021-07-11T15:12:42.945	62	200	17
2021-07-11T15:12:42.945	67	200	14
2021-07-11T15:12:42.953	71	200	22
2021-07-11T15:12:42.954	66	200	23
2021-07-11T15:12:42.954	68	200	23
2021-07-11T15:12:42.954	70	200	23
2021-07-11T15:12:42.954	45	200	43
2021-07-11T15:12:42.954	52	200	36
2021-07-11T15:12:42.954	50	200	36
2021-07-11T15:12:42.954	19	200	852
2021-07-11T15:12:42.954	34	200	750
2021-07-11T15:12:42.954	27	200	779
2021-07-11T15:12:42.954	36	200	734
2021-07-11T15:12:42.954	46	200	44
2021-07-11T15:12:42.954	2	200	869
2021-07-11T15:12:42.955	16	200	858
2021-07-11T15:12:42.955	3	200	869
2021-07-11T15:12:42.955	40	200	80
2021-07-11T15:12:42.955	41	200	73
2021-07-11T15:12:42.955	1	200	869
2021-07-11T15:12:42.955	43	200	74
2021-07-11T15:12:42.956	18	200	853
2021-07-11T15:12:42.956	42	200	75
2021-07-11T15:12:42.956	28	200	775
2021-07-11T15:12:42.957	25	200	836
2021-07-11T15:12:42.974	72	200	31
2021-07-11T15:12:42.974	77	200	20
2021-07-11T15:12:42.974	51	200	57
2021-07-11T15:12:42.976	79	200	20
2021-07-11T15:12:42.976	76	200	20
2021-07-11T15:12:42.976	78	200	22
2021-07-11T15:12:42.976	73	200	25
2021-07-11T15:12:42.976	44	200	86
2021-07-11T15:12:42.976	74	200	24
2021-07-11T15:12:42.976	75	200	23
2021-07-11T15:12:42.976	87	200	3
2021-07-11T15:12:42.976	80	200	21
2021-07-11T15:12:42.976	81	200	22
2021-07-11T15:12:42.976	88	200	3
2021-07-11T15:12:42.976	82	200	22
2021-07-11T15:12:42.976	89	200	3
2021-07-11T15:12:42.976	90	200	3
2021-07-11T15:12:42.976	91	200	4
2021-07-11T15:12:42.976	92	200	2
2021-07-11T15:12:42.976	83	200	23
2021-07-11T15:12:42.976	86	200	8
2021-07-11T15:12:42.996	85	200	43
2021-07-11T15:12:42.996	84	200	43
2021-07-11T15:12:42.996	93	200	22
2021-07-11T15:12:42.996	96	200	21
2021-07-11T15:12:42.996	95	200	22
2021-07-11T15:12:42.996	101	200	21
2021-07-11T15:12:42.996	100	200	21
2021-07-11T15:12:43.004	104	200	21
2021-07-11T15:12:43.004	105	200	22
2021-07-11T15:12:43.004	97	200	25
2021-07-11T15:12:43.004	108	200	23
2021-07-11T15:12:43.006	109	200	18
2021-07-11T15:12:43.006	106	200	23
2021-07-11T15:12:43.006	110	200	18
2021-07-11T15:12:43.006	112	200	15
2021-07-11T15:12:43.006	114	200	15
2021-07-11T15:12:43.006	113	200	15
2021-07-11T15:12:43.006	111	200	16
2021-07-11T15:12:43.006	115	200	14
2021-07-11T15:12:43.006	116	200	14
2021-07-11T15:12:43.006	118	200	12
2021-07-11T15:12:43.006	117	200	13
2021-07-11T15:12:43.006	119	200	11
2021-07-11T15:12:43.006	107	200	27
2021-07-11T15:12:43.006	98	200	29
2021-07-11T15:12:43.006	94	200	29
2021-07-11T15:12:43.006	99	200	29
2021-07-11T15:12:43.006	125	200	9
2021-07-11T15:12:43.006	120	200	9
2021-07-11T15:12:43.006	122	200	9
2021-07-11T15:12:43.006	121	200	10
2021-07-11T15:12:43.006	102	200	30
2021-07-11T15:12:43.006	126	200	10
2021-07-11T15:12:43.006	123	200	10
2021-07-11T15:12:43.006	124	200	10
2021-07-11T15:12:43.006	127	200	10
2021-07-11T15:12:43.006	103	200	31
2021-07-11T15:12:43.014	129	200	7
2021-07-11T15:12:43.014	130	200	6
2021-07-11T15:12:43.014	133	200	6
2021-07-11T15:12:43.014	131	200	7
2021-07-11T15:12:43.014	132	200	7
2021-07-11T15:12:43.014	139	200	3
2021-07-11T15:12:43.014	134	200	7
2021-07-11T15:12:43.014	135	200	6
2021-07-11T15:12:43.014	128	200	10
2021-07-11T15:12:43.016	137	200	5
2021-07-11T15:12:43.016	136	200	6
2021-07-11T15:12:43.016	138	200	6
2021-07-11T15:12:43.016	141	200	2
2021-07-11T15:12:43.016	140	200	3
2021-07-11T15:12:43.016	143	200	1
2021-07-11T15:12:43.016	142	200	1
2021-07-11T15:12:43.016	144	200	1
2021-07-11T15:12:43.034	145	200	23
2021-07-11T15:12:43.044	151	200	7
2021-07-11T15:12:43.046	148	200	9
2021-07-11T15:12:43.046	147	200	27
2021-07-11T15:12:43.046	150	200	9
2021-07-11T15:12:43.046	152	200	9
2021-07-11T15:12:43.046	153	200	9
2021-07-11T15:12:43.046	154	200	7
2021-07-11T15:12:43.046	149	200	9
2021-07-11T15:12:43.046	146	200	28
2021-07-11T15:12:43.056	155	200	13
2021-07-11T15:12:43.056	164	200	11
2021-07-11T15:12:43.056	158	200	12
2021-07-11T15:12:43.056	167	200	4
2021-07-11T15:12:43.056	168	200	5
2021-07-11T15:12:43.056	170	200	5
2021-07-11T15:12:43.067	169	200	10
2021-07-11T15:12:43.067	159	200	19
2021-07-11T15:12:43.067	163	200	19
2021-07-11T15:12:43.067	171	200	10
2021-07-11T15:12:43.067	156	200	21
2021-07-11T15:12:43.067	160	200	20
2021-07-11T15:12:43.067	172	200	10
2021-07-11T15:12:43.067	173	200	10
2021-07-11T15:12:43.067	176	200	9
2021-07-11T15:12:43.067	161	200	21
2021-07-11T15:12:43.067	177	200	10
2021-07-11T15:12:43.067	162	200	22
2021-07-11T15:12:43.067	174	200	11
2021-07-11T15:12:43.067	180	200	8
2021-07-11T15:12:43.067	178	200	11
2021-07-11T15:12:43.067	183	200	9
2021-07-11T15:12:43.067	166	200	17
2021-07-11T15:12:43.067	182	200	9
2021-07-11T15:12:43.067	184	200	9
2021-07-11T15:12:43.067	179	200	10
2021-07-11T15:12:43.067	185	200	7
2021-07-11T15:12:43.067	186	200	5
2021-07-11T15:12:43.067	181	200	10
2021-07-11T15:12:43.067	175	200	13
2021-07-11T15:12:43.075	188	200	4
2021-07-11T15:12:43.075	187	200	5
2021-07-11T15:12:43.077	189	200	4
2021-07-11T15:12:43.077	190	200	3
2021-07-11T15:12:43.077	192	200	2
2021-07-11T15:12:43.077	191	200	4
2021-07-11T15:12:43.077	193	200	1
2021-07-11T15:12:43.077	194	200	1
2021-07-11T15:12:43.077	195	200	1
2021-07-11T15:12:43.077	198	200	2
2021-07-11T15:12:43.085	196	200	3
2021-07-11T15:12:43.085	199	200	3
2021-07-11T15:12:43.087	202	200	4
2021-07-11T15:12:43.087	201	200	4
2021-07-11T15:12:43.087	200	200	4
2021-07-11T15:12:43.088	197	200	6
2021-07-11T15:12:43.092	203	200	5
2021-07-11T15:12:43.092	204	200	6
2021-07-11T15:12:43.092	206	200	5
2021-07-11T15:12:43.093	205	200	5
2021-07-11T15:12:43.093	210	200	2
2021-07-11T15:12:43.094	157	303	45
2021-07-11T15:12:43.096	165	303	43
2021-07-11T15:12:43.097	207	200	9
2021-07-11T15:12:43.097	211	200	5
2021-07-11T15:12:43.099	208	200	9
2021-07-11T15:12:43.099	214	200	5
2021-07-11T15:12:43.099	215	200	4
2021-07-11T15:12:43.100	209	200	9
2021-07-11T15:12:43.100	217	200	4
2021-07-11T15:12:43.100	218	200	4
2021-07-11T15:12:43.100	216	200	4
2021-07-11T15:12:43.100	212	200	7
2021-07-11T15:12:43.100	219	200	3
2021-07-11T15:12:43.101	213	200	7
2021-07-11T15:12:43.101	220	200	3
2021-07-11T15:12:43.101	221	200	1
2021-07-11T15:12:43.103	222	200	1
2021-07-11T15:12:43.104	223	200	1
2021-07-11T15:12:43.105	225	200	1
2021-07-11T15:12:43.105	224	200	1
2021-07-11T15:12:43.105	226	200	2
2021-07-11T15:12:43.106	227	200	2
2021-07-11T15:12:43.106	228	200	2
2021-07-11T15:12:43.106	229	200	2
2021-07-11T15:12:43.107	232	200	2
2021-07-11T15:12:43.107	231	200	2
2021-07-11T15:12:43.107	235	200	2
2021-07-11T15:12:43.107	230	200	3
2021-07-11T15:12:43.108	234	200	2
2021-07-11T15:12:43.108	237	200	2
2021-07-11T15:12:43.108	238	200	1
2021-07-11T15:12:43.108	239	200	1
2021-07-11T15:12:43.109	236	200	3
2021-07-11T15:12:43.109	233	200	4
2021-07-11T15:12:43.110	240	200	2
2021-07-11T15:12:43.110	241	200	2
2021-07-11T15:12:43.110	242	200	2
2021-07-11T15:12:43.110	243	200	2
2021-07-11T15:12:43.111	244	200	1
2021-07-11T15:12:43.111	245	200	1
2021-07-11T15:12:43.112	246	200	1
2021-07-11T15:12:43.112	247	200	1
2021-07-11T15:12:43.113	248	200	1
2021-07-11T15:12:43.113	249	200	1
2021-07-11T15:12:43.114	250	200	1
2021-07-11T15:12:43.115	251	200	1
2021-07-11T15:12:43.115	253	200	1
2021-07-11T15:12:43.115	252	200	1
2021-07-11T15:12:43.115	254	200	1
2021-07-11T15:12:43.117	255	200	1
2021-07-11T15:12:43.117	256	200	1
2021-07-11T15:12:43.117	257	200	1
2021-07-11T15:12:43.117	259	200	1
2021-07-11T15:12:43.117	260	200	1
2021-07-11T15:12:43.118	258	200	2
2021-07-11T15:12:43.118	261	200	1
2021-07-11T15:12:43.118	263	200	1
2021-07-11T15:12:43.118	262	200	2
2021-07-11T15:12:43.118	264	200	2
2021-07-11T15:12:43.118	265	200	1
